condition,kind,block,endpoint,recorded_utc,power_source,battery_percent,load_1m,load_5m,load_15m,record
cse_dce/ssz,measured,71,before,2026-09-15T10:10:11.081656+00:00,AC Power,88,9.88,9.58,8.56,owner_state/results/collect-20260915T094023087152Z/215-measured-71-cse_dce-ssz-before.json
cse_dce/ssz,measured,71,after,2026-09-15T10:10:19.864579+00:00,AC Power,88,9.79,9.58,8.57,owner_state/results/collect-20260915T094023087152Z/215-measured-71-cse_dce-ssz-after.json
cse_dce/rlp,measured,71,before,2026-09-15T10:10:19.932183+00:00,AC Power,88,9.79,9.58,8.57,owner_state/results/collect-20260915T094023087152Z/216-measured-71-cse_dce-rlp-before.json
cse_dce/rlp,measured,71,after,2026-09-15T10:10:28.665639+00:00,AC Power,88,10.05,9.64,8.59,owner_state/results/collect-20260915T094023087152Z/216-measured-71-cse_dce-rlp-after.json
cse_dce/ssz,measured,72,before,2026-09-15T10:10:28.733946+00:00,AC Power,88,10.05,9.64,8.59,owner_state/results/collect-20260915T094023087152Z/217-measured-72-cse_dce-ssz-before.json
cse_dce/ssz,measured,72,after,2026-09-15T10:10:37.512692+00:00,AC Power,88,9.04,9.43,8.53,owner_state/results/collect-20260915T094023087152Z/217-measured-72-cse_dce-ssz-after.json
cse_dce/rlp,measured,72,before,2026-09-15T10:10:37.580099+00:00,AC Power,88,9.04,9.43,8.53,owner_state/results/collect-20260915T094023087152Z/218-measured-72-cse_dce-rlp-before.json
cse_dce/rlp,measured,72,after,2026-09-15T10:10:46.347835+00:00,AC Power,88,9.25,9.47,8.55,owner_state/results/collect-20260915T094023087152Z/218-measured-72-cse_dce-rlp-after.json
cse_dce/direct,measured,72,before,2026-09-15T10:10:46.416397+00:00,AC Power,88,9.25,9.47,8.55,owner_state/results/collect-20260915T094023087152Z/219-measured-72-cse_dce-direct-before.json
cse_dce/direct,measured,72,after,2026-09-15T10:10:53.760253+00:00,AC Power,88,9.63,9.54,8.59,owner_state/results/collect-20260915T094023087152Z/219-measured-72-cse_dce-direct-after.json
cse_dce/rlp,measured,73,before,2026-09-15T10:10:53.827982+00:00,AC Power,88,9.63,9.54,8.59,owner_state/results/collect-20260915T094023087152Z/220-measured-73-cse_dce-rlp-before.json
cse_dce/rlp,measured,73,after,2026-09-15T10:11:02.572895+00:00,AC Power,88,9.56,9.53,8.59,owner_state/results/collect-20260915T094023087152Z/220-measured-73-cse_dce-rlp-after.json
cse_dce/ssz,measured,73,before,2026-09-15T10:11:02.644772+00:00,AC Power,88,9.56,9.53,8.59,owner_state/results/collect-20260915T094023087152Z/221-measured-73-cse_dce-ssz-before.json
cse_dce/ssz,measured,73,after,2026-09-15T10:11:11.513685+00:00,AC Power,88,9.6,9.53,8.6,owner_state/results/collect-20260915T094023087152Z/221-measured-73-cse_dce-ssz-after.json
cse_dce/direct,measured,73,before,2026-09-15T10:11:11.581076+00:00,AC Power,88,9.6,9.53,8.6,owner_state/results/collect-20260915T094023087152Z/222-measured-73-cse_dce-direct-before.json
cse_dce/direct,measured,73,after,2026-09-15T10:11:18.923101+00:00,AC Power,88,9.79,9.57,8.62,owner_state/results/collect-20260915T094023087152Z/222-measured-73-cse_dce-direct-after.json
cse_dce/direct,measured,74,before,2026-09-15T10:11:18.991303+00:00,AC Power,88,9.79,9.57,8.62,owner_state/results/collect-20260915T094023087152Z/223-measured-74-cse_dce-direct-before.json
cse_dce/direct,measured,74,after,2026-09-15T10:11:26.342834+00:00,AC Power,88,9.69,9.55,8.62,owner_state/results/collect-20260915T094023087152Z/223-measured-74-cse_dce-direct-after.json
cse_dce/rlp,measured,74,before,2026-09-15T10:11:26.411287+00:00,AC Power,88,9.69,9.55,8.62,owner_state/results/collect-20260915T094023087152Z/224-measured-74-cse_dce-rlp-before.json
cse_dce/rlp,measured,74,after,2026-09-15T10:11:35.129508+00:00,AC Power,88,10.58,9.75,8.7,owner_state/results/collect-20260915T094023087152Z/224-measured-74-cse_dce-rlp-after.json
cse_dce/ssz,measured,74,before,2026-09-15T10:11:35.196591+00:00,AC Power,88,10.58,9.75,8.7,owner_state/results/collect-20260915T094023087152Z/225-measured-74-cse_dce-ssz-before.json
cse_dce/ssz,measured,74,after,2026-09-15T10:11:43.994452+00:00,AC Power,88,11.1,9.87,8.75,owner_state/results/collect-20260915T094023087152Z/225-measured-74-cse_dce-ssz-after.json
cse_dce/direct,measured,75,before,2026-09-15T10:11:44.062849+00:00,AC Power,88,11.1,9.87,8.75,owner_state/results/collect-20260915T094023087152Z/226-measured-75-cse_dce-direct-before.json
cse_dce/direct,measured,75,after,2026-09-15T10:11:51.410309+00:00,AC Power,88,10.96,9.87,8.77,owner_state/results/collect-20260915T094023087152Z/226-measured-75-cse_dce-direct-after.json
cse_dce/ssz,measured,75,before,2026-09-15T10:11:51.478996+00:00,AC Power,88,10.96,9.87,8.77,owner_state/results/collect-20260915T094023087152Z/227-measured-75-cse_dce-ssz-before.json
cse_dce/ssz,measured,75,after,2026-09-15T10:12:00.195386+00:00,AC Power,88,10.32,9.77,8.75,owner_state/results/collect-20260915T094023087152Z/227-measured-75-cse_dce-ssz-after.json
cse_dce/rlp,measured,75,before,2026-09-15T10:12:00.264248+00:00,AC Power,88,10.32,9.77,8.75,owner_state/results/collect-20260915T094023087152Z/228-measured-75-cse_dce-rlp-before.json
cse_dce/rlp,measured,75,after,2026-09-15T10:12:08.975213+00:00,AC Power,88,10.54,9.83,8.77,owner_state/results/collect-20260915T094023087152Z/228-measured-75-cse_dce-rlp-after.json
cse_dce/ssz,measured,76,before,2026-09-15T10:12:09.042706+00:00,AC Power,88,10.54,9.83,8.77,owner_state/results/collect-20260915T094023087152Z/229-measured-76-cse_dce-ssz-before.json
cse_dce/ssz,measured,76,after,2026-09-15T10:12:17.830611+00:00,AC Power,88,10.65,9.88,8.8,owner_state/results/collect-20260915T094023087152Z/229-measured-76-cse_dce-ssz-after.json
cse_dce/direct,measured,76,before,2026-09-15T10:12:17.899166+00:00,AC Power,88,10.65,9.88,8.8,owner_state/results/collect-20260915T094023087152Z/230-measured-76-cse_dce-direct-before.json
cse_dce/direct,measured,76,after,2026-09-15T10:12:25.204345+00:00,AC Power,88,11.17,10.02,8.86,owner_state/results/collect-20260915T094023087152Z/230-measured-76-cse_dce-direct-after.json
cse_dce/rlp,measured,76,before,2026-09-15T10:12:25.272965+00:00,AC Power,88,11.17,10.02,8.86,owner_state/results/collect-20260915T094023087152Z/231-measured-76-cse_dce-rlp-before.json
cse_dce/rlp,measured,76,after,2026-09-15T10:12:34.049530+00:00,AC Power,88,11.64,10.13,8.91,owner_state/results/collect-20260915T094023087152Z/231-measured-76-cse_dce-rlp-after.json
cse_dce/ssz,measured,77,before,2026-09-15T10:12:34.117245+00:00,AC Power,88,11.64,10.13,8.91,owner_state/results/collect-20260915T094023087152Z/232-measured-77-cse_dce-ssz-before.json
cse_dce/ssz,measured,77,after,2026-09-15T10:12:42.890612+00:00,AC Power,88,11.34,10.11,8.92,owner_state/results/collect-20260915T094023087152Z/232-measured-77-cse_dce-ssz-after.json
cse_dce/rlp,measured,77,before,2026-09-15T10:12:42.957505+00:00,AC Power,88,11.34,10.11,8.92,owner_state/results/collect-20260915T094023087152Z/233-measured-77-cse_dce-rlp-before.json
cse_dce/rlp,measured,77,after,2026-09-15T10:12:51.714436+00:00,AC Power,88,10.52,9.98,8.88,owner_state/results/collect-20260915T094023087152Z/233-measured-77-cse_dce-rlp-after.json
cse_dce/direct,measured,77,before,2026-09-15T10:12:51.781826+00:00,AC Power,88,10.52,9.98,8.88,owner_state/results/collect-20260915T094023087152Z/234-measured-77-cse_dce-direct-before.json
cse_dce/direct,measured,77,after,2026-09-15T10:12:59.131782+00:00,AC Power,88,10.64,10.01,8.9,owner_state/results/collect-20260915T094023087152Z/234-measured-77-cse_dce-direct-after.json
cse_dce/rlp,measured,78,before,2026-09-15T10:12:59.199463+00:00,AC Power,88,10.64,10.01,8.9,owner_state/results/collect-20260915T094023087152Z/235-measured-78-cse_dce-rlp-before.json
cse_dce/rlp,measured,78,after,2026-09-15T10:13:07.913027+00:00,AC Power,88,9.62,9.81,8.84,owner_state/results/collect-20260915T094023087152Z/235-measured-78-cse_dce-rlp-after.json
cse_dce/direct,measured,78,before,2026-09-15T10:13:07.982201+00:00,AC Power,88,9.62,9.81,8.84,owner_state/results/collect-20260915T094023087152Z/236-measured-78-cse_dce-direct-before.json
cse_dce/direct,measured,78,after,2026-09-15T10:13:15.362633+00:00,AC Power,88,10.23,9.95,8.9,owner_state/results/collect-20260915T094023087152Z/236-measured-78-cse_dce-direct-after.json
cse_dce/ssz,measured,78,before,2026-09-15T10:13:15.430281+00:00,AC Power,88,10.23,9.95,8.9,owner_state/results/collect-20260915T094023087152Z/237-measured-78-cse_dce-ssz-before.json
cse_dce/ssz,measured,78,after,2026-09-15T10:13:24.276647+00:00,AC Power,88,10.29,9.96,8.91,owner_state/results/collect-20260915T094023087152Z/237-measured-78-cse_dce-ssz-after.json
cse_dce/rlp,measured,79,before,2026-09-15T10:13:24.345853+00:00,AC Power,88,10.29,9.96,8.91,owner_state/results/collect-20260915T094023087152Z/238-measured-79-cse_dce-rlp-before.json
cse_dce/rlp,measured,79,after,2026-09-15T10:13:33.058475+00:00,AC Power,88,9.96,9.9,8.9,owner_state/results/collect-20260915T094023087152Z/238-measured-79-cse_dce-rlp-after.json
cse_dce/ssz,measured,79,before,2026-09-15T10:13:33.128027+00:00,AC Power,88,9.96,9.9,8.9,owner_state/results/collect-20260915T094023087152Z/239-measured-79-cse_dce-ssz-before.json
cse_dce/ssz,measured,79,after,2026-09-15T10:13:41.886169+00:00,AC Power,88,9.12,9.72,8.85,owner_state/results/collect-20260915T094023087152Z/239-measured-79-cse_dce-ssz-after.json
cse_dce/direct,measured,79,before,2026-09-15T10:13:41.953913+00:00,AC Power,88,9.12,9.72,8.85,owner_state/results/collect-20260915T094023087152Z/240-measured-79-cse_dce-direct-before.json
cse_dce/direct,measured,79,after,2026-09-15T10:13:49.318262+00:00,AC Power,88,9.43,9.78,8.88,owner_state/results/collect-20260915T094023087152Z/240-measured-79-cse_dce-direct-after.json
cse_dce/rlp,measured,80,before,2026-09-15T10:13:49.385805+00:00,AC Power,88,9.43,9.78,8.88,owner_state/results/collect-20260915T094023087152Z/241-measured-80-cse_dce-rlp-before.json
cse_dce/rlp,measured,80,after,2026-09-15T10:13:58.150529+00:00,AC Power,88,8.9,9.65,8.84,owner_state/results/collect-20260915T094023087152Z/241-measured-80-cse_dce-rlp-after.json
cse_dce/direct,measured,80,before,2026-09-15T10:13:58.218292+00:00,AC Power,88,8.9,9.65,8.84,owner_state/results/collect-20260915T094023087152Z/242-measured-80-cse_dce-direct-before.json
cse_dce/direct,measured,80,after,2026-09-15T10:14:05.570815+00:00,AC Power,88,8.3,9.5,8.8,owner_state/results/collect-20260915T094023087152Z/242-measured-80-cse_dce-direct-after.json
cse_dce/ssz,measured,80,before,2026-09-15T10:14:05.638187+00:00,AC Power,88,8.3,9.5,8.8,owner_state/results/collect-20260915T094023087152Z/243-measured-80-cse_dce-ssz-before.json
cse_dce/ssz,measured,80,after,2026-09-15T10:14:14.355813+00:00,AC Power,88,9.72,9.77,8.9,owner_state/results/collect-20260915T094023087152Z/243-measured-80-cse_dce-ssz-after.json
